STATEFP,STATE,STATEABBREVIATION,DISTRICT,YEAR,INDICATOR,VALUE
18,Indiana,IN,1,2016,drugdeaths,184
18,Indiana,IN,1,2017,drugdeaths,239
18,Indiana,IN,2,2010,drugdeaths,66
18,Indiana,IN,2,2011,drugdeaths,105
18,Indiana,IN,2,2012,drugdeaths,82
18,Indiana,IN,2,2013,drugdeaths,75
18,Indiana,IN,2,2014,drugdeaths,79
18,Indiana,IN,2,2015,drugdeaths,95
18,Indiana,IN,2,2016,drugdeaths,121
18,Indiana,IN,2,2017,drugdeaths,195
18,Indiana,IN,3,2010,drugdeaths,44
18,Indiana,IN,3,2011,drugdeaths,32
18,Indiana,IN,3,2012,drugdeaths,54
18,Indiana,IN,3,2013,drugdeaths,57
18,Indiana,IN,3,2014,drugdeaths,51
18,Indiana,IN,3,2015,drugdeaths,62
18,Indiana,IN,3,2016,drugdeaths,85
18,Indiana,IN,3,2017,drugdeaths,128
18,Indiana,IN,4,2010,drugdeaths,69
18,Indiana,IN,4,2011,drugdeaths,90
18,Indiana,IN,4,2012,drugdeaths,118
18,Indiana,IN,4,2013,drugdeaths,100
18,Indiana,IN,4,2014,drugdeaths,86
18,Indiana,IN,4,2015,drugdeaths,106
18,Indiana,IN,4,2016,drugdeaths,118
18,Indiana,IN,4,2017,drugdeaths,137
18,Indiana,IN,5,2010,drugdeaths,261
18,Indiana,IN,5,2011,drugdeaths,264
18,Indiana,IN,5,2012,drugdeaths,316
18,Indiana,IN,5,2013,drugdeaths,306
18,Indiana,IN,5,2014,drugdeaths,335
18,Indiana,IN,5,2015,drugdeaths,392
18,Indiana,IN,5,2016,drugdeaths,453
18,Indiana,IN,5,2017,drugdeaths,543
18,Indiana,IN,6,2010,drugdeaths,78
18,Indiana,IN,6,2011,drugdeaths,65
18,Indiana,IN,6,2012,drugdeaths,45
18,Indiana,IN,6,2013,drugdeaths,67
18,Indiana,IN,6,2014,drugdeaths,130
18,Indiana,IN,6,2015,drugdeaths,127
18,Indiana,IN,6,2016,drugdeaths,165
18,Indiana,IN,6,2017,drugdeaths,276
18,Indiana,IN,7,2010,drugdeaths,151
18,Indiana,IN,7,2011,drugdeaths,157
18,Indiana,IN,7,2012,drugdeaths,192
18,Indiana,IN,7,2013,drugdeaths,206
18,Indiana,IN,7,2014,drugdeaths,245
18,Indiana,IN,7,2015,drugdeaths,253
18,Indiana,IN,7,2016,drugdeaths,321
18,Indiana,IN,7,2017,drugdeaths,365
18,Indiana,IN,8,2010,drugdeaths,79
18,Indiana,IN,8,2011,drugdeaths,71
18,Indiana,IN,8,2012,drugdeaths,42
18,Indiana,IN,8,2013,drugdeaths,64
18,Indiana,IN,8,2014,drugdeaths,55
18,Indiana,IN,8,2015,drugdeaths,60
18,Indiana,IN,8,2016,drugdeaths,71
18,Indiana,IN,8,2017,drugdeaths,83
18,Indiana,IN,9,2010,drugdeaths,106
18,Indiana,IN,9,2011,drugdeaths,111
18,Indiana,IN,9,2012,drugdeaths,150
18,Indiana,IN,9,2013,drugdeaths,88
18,Indiana,IN,9,2014,drugdeaths,135
18,Indiana,IN,9,2015,drugdeaths,117
18,Indiana,IN,9,2016,drugdeaths,197
18,Indiana,IN,9,2017,drugdeaths,177
19,Iowa,IA,1,2010,drugdeaths,31
19,Iowa,IA,1,2011,drugdeaths,22
19,Iowa,IA,1,2012,drugdeaths,21
19,Iowa,IA,1,2013,drugdeaths,23
19,Iowa,IA,1,2014,drugdeaths,30
19,Iowa,IA,1,2015,drugdeaths,30
19,Iowa,IA,1,2016,drugdeaths,49
19,Iowa,IA,1,2017,drugdeaths,48
19,Iowa,IA,2,2010,drugdeaths,17
19,Iowa,IA,2,2011,drugdeaths,28
19,Iowa,IA,2,2012,drugdeaths,41
19,Iowa,IA,2,2013,drugdeaths,40
19,Iowa,IA,2,2014,drugdeaths,38
19,Iowa,IA,2,2015,drugdeaths,36
19,Iowa,IA,2,2016,drugdeaths,42
19,Iowa,IA,2,2017,drugdeaths,41
19,Iowa,IA,3,2010,drugdeaths,49
19,Iowa,IA,3,2011,drugdeaths,68
19,Iowa,IA,3,2012,drugdeaths,72
19,Iowa,IA,3,2013,drugdeaths,69
19,Iowa,IA,3,2014,drugdeaths,59
19,Iowa,IA,3,2015,drugdeaths,83
19,Iowa,IA,3,2016,drugdeaths,81
19,Iowa,IA,3,2017,drugdeaths,92
19,Iowa,IA,4,2010,drugdeaths,10
19,Iowa,IA,4,2011,drugdeaths,10
19,Iowa,IA,4,2012,drugdeaths,10
19,Iowa,IA,4,2013,drugdeaths,26
19,Iowa,IA,4,2014,drugdeaths,20
19,Iowa,IA,4,2015,drugdeaths,20
19,Iowa,IA,4,2016,drugdeaths,20
19,Iowa,IA,4,2017,drugdeaths,20
20,Kansas,KS,1,2010,drugdeaths,20
20,Kansas,KS,1,2011,drugdeaths,20
20,Kansas,KS,1,2012,drugdeaths,20
20,Kansas,KS,1,2013,drugdeaths,25
20,Kansas,KS,1,2014,drugdeaths,11
20,Kansas,KS,1,2015,drugdeaths,12
20,Kansas,KS,1,2016,drugdeaths,12
20,Kansas,KS,1,2017,drugdeaths,16
20,Kansas,KS,2,2010,drugdeaths,36
20,Kansas,KS,2,2011,drugdeaths,51
20,Kansas,KS,2,2012,drugdeaths,42
20,Kansas,KS,2,2013,drugdeaths,40
20,Kansas,KS,2,2014,drugdeaths,50
20,Kansas,KS,2,2015,drugdeaths,40
20,Kansas,KS,2,2016,drugdeaths,55
20,Kansas,KS,2,2017,drugdeaths,44
20,Kansas,KS,3,2010,drugdeaths,61
20,Kansas,KS,3,2011,drugdeaths,62
20,Kansas,KS,3,2012,drugdeaths,64
20,Kansas,KS,3,2013,drugdeaths,62
20,Kansas,KS,3,2014,drugdeaths,70
20,Kansas,KS,3,2015,drugdeaths,55
20,Kansas,KS,3,2016,drugdeaths,76
20,Kansas,KS,3,2017,drugdeaths,63
20,Kansas,KS,4,2010,drugdeaths,69
20,Kansas,KS,4,2011,drugdeaths,58
20,Kansas,KS,4,2012,drugdeaths,85
20,Kansas,KS,4,2013,drugdeaths,85
20,Kansas,KS,4,2014,drugdeaths,87
20,Kansas,KS,4,2015,drugdeaths,87
20,Kansas,KS,4,2016,drugdeaths,78
20,Kansas,KS,4,2017,drugdeaths,100
21,Kentucky,KY,1,2010,drugdeaths,13
21,Kentucky,KY,1,2011,drugdeaths,24
21,Kentucky,KY,1,2012,drugdeaths,39
21,Kentucky,KY,1,2013,drugdeaths,45
21,Kentucky,KY,1,2014,drugdeaths,46
21,Kentucky,KY,1,2015,drugdeaths,46
21,Kentucky,KY,1,2016,drugdeaths,32
21,Kentucky,KY,1,2017,drugdeaths,13
21,Kentucky,KY,2,2010,drugdeaths,55
21,Kentucky,KY,2,2011,drugdeaths,67
21,Kentucky,KY,2,2012,drugdeaths,67
21,Kentucky,KY,2,2013,drugdeaths,74
21,Kentucky,KY,2,2014,drugdeaths,71
21,Kentucky,KY,2,2015,drugdeaths,68
21,Kentucky,KY,2,2016,drugdeaths,152
21,Kentucky,KY,2,2017,drugdeaths,156
21,Kentucky,KY,3,2010,drugdeaths,113
21,Kentucky,KY,3,2011,drugdeaths,143
21,Kentucky,KY,3,2012,drugdeaths,179
21,Kentucky,KY,3,2013,drugdeaths,185
21,Kentucky,KY,3,2014,drugdeaths,185
21,Kentucky,KY,3,2015,drugdeaths,213
21,Kentucky,KY,3,2016,drugdeaths,327
21,Kentucky,KY,3,2017,drugdeaths,361
21,Kentucky,KY,4,2010,drugdeaths,274
21,Kentucky,KY,4,2011,drugdeaths,269
21,Kentucky,KY,4,2012,drugdeaths,352
21,Kentucky,KY,4,2013,drugdeaths,336
21,Kentucky,KY,4,2014,drugdeaths,368
21,Kentucky,KY,4,2015,drugdeaths,489
21,Kentucky,KY,4,2016,drugdeaths,631
21,Kentucky,KY,4,2017,drugdeaths,702
21,Kentucky,KY,5,2010,drugdeaths,270
21,Kentucky,KY,5,2011,drugdeaths,271
21,Kentucky,KY,5,2012,drugdeaths,209
21,Kentucky,KY,5,2013,drugdeaths,109
21,Kentucky,KY,5,2014,drugdeaths,134
21,Kentucky,KY,5,2015,drugdeaths,166
21,Kentucky,KY,5,2016,drugdeaths,103
21,Kentucky,KY,5,2017,drugdeaths,141
21,Kentucky,KY,6,2010,drugdeaths,102
21,Kentucky,KY,6,2011,drugdeaths,88
21,Kentucky,KY,6,2012,drugdeaths,114
21,Kentucky,KY,6,2013,drugdeaths,100
21,Kentucky,KY,6,2014,drugdeaths,140
21,Kentucky,KY,6,2015,drugdeaths,187
21,Kentucky,KY,6,2016,drugdeaths,242
21,Kentucky,KY,6,2017,drugdeaths,307
22,Louisiana,LA,1,2010,drugdeaths,217
22,Louisiana,LA,1,2011,drugdeaths,236
22,Louisiana,LA,1,2012,drugdeaths,260
22,Louisiana,LA,1,2013,drugdeaths,394
22,Louisiana,LA,1,2014,drugdeaths,366
22,Louisiana,LA,1,2015,drugdeaths,376
22,Louisiana,LA,1,2016,drugdeaths,455
22,Louisiana,LA,1,2017,drugdeaths,543
22,Louisiana,LA,2,2010,drugdeaths,130
22,Louisiana,LA,2,2011,drugdeaths,167
22,Louisiana,LA,2,2012,drugdeaths,203
22,Louisiana,LA,2,2013,drugdeaths,333
22,Louisiana,LA,2,2014,drugdeaths,299
22,Louisiana,LA,2,2015,drugdeaths,333
22,Louisiana,LA,2,2016,drugdeaths,418
22,Louisiana,LA,2,2017,drugdeaths,456
22,Louisiana,LA,3,2010,drugdeaths,99
22,Louisiana,LA,3,2011,drugdeaths,79
22,Louisiana,LA,3,2012,drugdeaths,62
22,Louisiana,LA,3,2013,drugdeaths,76
22,Louisiana,LA,3,2014,drugdeaths,85
22,Louisiana,LA,3,2015,drugdeaths,102
22,Louisiana,LA,3,2016,drugdeaths,109
22,Louisiana,LA,3,2017,drugdeaths,99
22,Louisiana,LA,4,2010,drugdeaths,44
22,Louisiana,LA,4,2011,drugdeaths,29
22,Louisiana,LA,4,2012,drugdeaths,15
22,Louisiana,LA,4,2013,drugdeaths,40
22,Louisiana,LA,4,2014,drugdeaths,30
22,Louisiana,LA,4,2015,drugdeaths,56
22,Louisiana,LA,4,2016,drugdeaths,54
22,Louisiana,LA,4,2017,drugdeaths,58
22,Louisiana,LA,5,2010,drugdeaths,71
22,Louisiana,LA,5,2011,drugdeaths,51
22,Louisiana,LA,5,2012,drugdeaths,57
22,Louisiana,LA,5,2013,drugdeaths,69
22,Louisiana,LA,5,2014,drugdeaths,95
22,Louisiana,LA,5,2015,drugdeaths,94
22,Louisiana,LA,5,2016,drugdeaths,133
22,Louisiana,LA,5,2017,drugdeaths,132
22,Louisiana,LA,6,2010,drugdeaths,129
22,Louisiana,LA,6,2011,drugdeaths,111
22,Louisiana,LA,6,2012,drugdeaths,100
22,Louisiana,LA,6,2013,drugdeaths,166
22,Louisiana,LA,6,2014,drugdeaths,160
22,Louisiana,LA,6,2015,drugdeaths,207
22,Louisiana,LA,6,2016,drugdeaths,219
22,Louisiana,LA,6,2017,drugdeaths,257
23,Maine,ME,1,2010,drugdeaths,64
23,Maine,ME,1,2011,drugdeaths,66
23,Maine,ME,1,2012,drugdeaths,81
23,Maine,ME,1,2013,drugdeaths,91
23,Maine,ME,1,2014,drugdeaths,108
23,Maine,ME,1,2015,drugdeaths,149
23,Maine,ME,1,2016,drugdeaths,155
23,Maine,ME,1,2017,drugdeaths,254
23,Maine,ME,2,2010,drugdeaths,45
23,Maine,ME,2,2011,drugdeaths,65
23,Maine,ME,2,2012,drugdeaths,38
23,Maine,ME,2,2013,drugdeaths,49
23,Maine,ME,2,2014,drugdeaths,85
23,Maine,ME,2,2015,drugdeaths,106
23,Maine,ME,2,2016,drugdeaths,194
23,Maine,ME,2,2017,drugdeaths,173
24,Maryland,MD,1,2010,drugdeaths,221
24,Maryland,MD,1,2011,drugdeaths,236
24,Maryland,MD,1,2012,drugdeaths,285
24,Maryland,MD,1,2013,drugdeaths,278
24,Maryland,MD,1,2014,drugdeaths,353
24,Maryland,MD,1,2015,drugdeaths,415
24,Maryland,MD,1,2016,drugdeaths,680
24,Maryland,MD,1,2017,drugdeaths,767
24,Maryland,MD,2,2010,drugdeaths,393
24,Maryland,MD,2,2011,drugdeaths,410
24,Maryland,MD,2,2012,drugdeaths,497
24,Maryland,MD,2,2013,drugdeaths,525
24,Maryland,MD,2,2014,drugdeaths,639
24,Maryland,MD,2,2015,drugdeaths,799
24,Maryland,MD,2,2016,drugdeaths,1243
24,Maryland,MD,2,2017,drugdeaths,1400
24,Maryland,MD,3,2010,drugdeaths,386
24,Maryland,MD,3,2011,drugdeaths,413
24,Maryland,MD,3,2012,drugdeaths,504
24,Maryland,MD,3,2013,drugdeaths,535
24,Maryland,MD,3,2014,drugdeaths,666
24,Maryland,MD,3,2015,drugdeaths,836
24,Maryland,MD,3,2016,drugdeaths,1278
24,Maryland,MD,3,2017,drugdeaths,1422
24,Maryland,MD,4,2010,drugdeaths,117
24,Maryland,MD,4,2011,drugdeaths,133
24,Maryland,MD,4,2012,drugdeaths,138
24,Maryland,MD,4,2013,drugdeaths,150
24,Maryland,MD,4,2014,drugdeaths,188
24,Maryland,MD,4,2015,drugdeaths,201
24,Maryland,MD,4,2016,drugdeaths,350
24,Maryland,MD,4,2017,drugdeaths,415
24,Maryland,MD,5,2010,drugdeaths,156
24,Maryland,MD,5,2011,drugdeaths,166
24,Maryland,MD,5,2012,drugdeaths,180
24,Maryland,MD,5,2013,drugdeaths,196
24,Maryland,MD,5,2014,drugdeaths,243
24,Maryland,MD,5,2015,drugdeaths,272
24,Maryland,MD,5,2016,drugdeaths,453
24,Maryland,MD,5,2017,drugdeaths,540
24,Maryland,MD,6,2010,drugdeaths,78
24,Maryland,MD,6,2011,drugdeaths,112
24,Maryland,MD,6,2012,drugdeaths,127
24,Maryland,MD,6,2013,drugdeaths,146
24,Maryland,MD,6,2014,drugdeaths,174
24,Maryland,MD,6,2015,drugdeaths,202
24,Maryland,MD,6,2016,drugdeaths,334
24,Maryland,MD,6,2017,drugdeaths,318
24,Maryland,MD,7,2010,drugdeaths,288
24,Maryland,MD,7,2011,drugdeaths,284
24,Maryland,MD,7,2012,drugdeaths,367
24,Maryland,MD,7,2013,drugdeaths,382
24,Maryland,MD,7,2014,drugdeaths,472
24,Maryland,MD,7,2015,drugdeaths,610
24,Maryland,MD,7,2016,drugdeaths,939
24,Maryland,MD,7,2017,drugdeaths,1034
24,Maryland,MD,8,2010,drugdeaths,63
24,Maryland,MD,8,2011,drugdeaths,91
24,Maryland,MD,8,2012,drugdeaths,118
24,Maryland,MD,8,2013,drugdeaths,130
24,Maryland,MD,8,2014,drugdeaths,151
24,Maryland,MD,8,2015,drugdeaths,171
24,Maryland,MD,8,2016,drugdeaths,285
24,Maryland,MD,8,2017,drugdeaths,275
25,Massachusetts,MA,1,2010,drugdeaths,185
25,Massachusetts,MA,1,2011,drugdeaths,215
25,Massachusetts,MA,1,2012,drugdeaths,223
25,Massachusetts,MA,1,2013,drugdeaths,288
25,Massachusetts,MA,1,2014,drugdeaths,261
25,Massachusetts,MA,1,2015,drugdeaths,418
25,Massachusetts,MA,1,2016,drugdeaths,463
25,Massachusetts,MA,1,2017,drugdeaths,469
25,Massachusetts,MA,2,2010,drugdeaths,254
25,Massachusetts,MA,2,2011,drugdeaths,273
25,Massachusetts,MA,2,2012,drugdeaths,281
25,Massachusetts,MA,2,2013,drugdeaths,358
25,Massachusetts,MA,2,2014,drugdeaths,356
25,Massachusetts,MA,2,2015,drugdeaths,538
25,Massachusetts,MA,2,2016,drugdeaths,657
25,Massachusetts,MA,2,2017,drugdeaths,602
25,Massachusetts,MA,3,2010,drugdeaths,292
25,Massachusetts,MA,3,2011,drugdeaths,368
25,Massachusetts,MA,3,2012,drugdeaths,365
25,Massachusetts,MA,3,2013,drugdeaths,441
25,Massachusetts,MA,3,2014,drugdeaths,586
25,Massachusetts,MA,3,2015,drugdeaths,776
25,Massachusetts,MA,3,2016,drugdeaths,952
25,Massachusetts,MA,3,2017,drugdeaths,965
25,Massachusetts,MA,4,2010,drugdeaths,462
25,Massachusetts,MA,4,2011,drugdeaths,550
25,Massachusetts,MA,4,2012,drugdeaths,510
25,Massachusetts,MA,4,2013,drugdeaths,629
25,Massachusetts,MA,4,2014,drugdeaths,782
25,Massachusetts,MA,4,2015,drugdeaths,1040
25,Massachusetts,MA,4,2016,drugdeaths,1356
25,Massachusetts,MA,4,2017,drugdeaths,1284
25,Massachusetts,MA,5,2010,drugdeaths,307
25,Massachusetts,MA,5,2011,drugdeaths,388
25,Massachusetts,MA,5,2012,drugdeaths,356
25,Massachusetts,MA,5,2013,drugdeaths,441
25,Massachusetts,MA,5,2014,drugdeaths,527
25,Massachusetts,MA,5,2015,drugdeaths,740
25,Massachusetts,MA,5,2016,drugdeaths,919
25,Massachusetts,MA,5,2017,drugdeaths,914
25,Massachusetts,MA,6,2010,drugdeaths,194
25,Massachusetts,MA,6,2011,drugdeaths,249
25,Massachusetts,MA,6,2012,drugdeaths,260
25,Massachusetts,MA,6,2013,drugdeaths,298
25,Massachusetts,MA,6,2014,drugdeaths,450
25,Massachusetts,MA,6,2015,drugdeaths,552
25,Massachusetts,MA,6,2016,drugdeaths,718
25,Massachusetts,MA,6,2017,drugdeaths,698
25,Massachusetts,MA,7,2010,drugdeaths,288
25,Massachusetts,MA,7,2011,drugdeaths,346
25,Massachusetts,MA,7,2012,drugdeaths,331
25,Massachusetts,MA,7,2013,drugdeaths,389
25,Massachusetts,MA,7,2014,drugdeaths,514
25,Massachusetts,MA,7,2015,drugdeaths,674
25,Massachusetts,MA,7,2016,drugdeaths,915
25,Massachusetts,MA,7,2017,drugdeaths,814
25,Massachusetts,MA,8,2010,drugdeaths,321
25,Massachusetts,MA,8,2011,drugdeaths,358
25,Massachusetts,MA,8,2012,drugdeaths,352
25,Massachusetts,MA,8,2013,drugdeaths,444
25,Massachusetts,MA,8,2014,drugdeaths,517
25,Massachusetts,MA,8,2015,drugdeaths,678
25,Massachusetts,MA,8,2016,drugdeaths,953
25,Massachusetts,MA,8,2017,drugdeaths,920
25,Massachusetts,MA,9,2010,drugdeaths,187
25,Massachusetts,MA,9,2011,drugdeaths,209
25,Massachusetts,MA,9,2012,drugdeaths,196
25,Massachusetts,MA,9,2013,drugdeaths,274
25,Massachusetts,MA,9,2014,drugdeaths,318
25,Massachusetts,MA,9,2015,drugdeaths,400
25,Massachusetts,MA,9,2016,drugdeaths,553
25,Massachusetts,MA,9,2017,drugdeaths,554
26,Michigan,MI,1,2010,drugdeaths,12
26,Michigan,MI,1,2011,drugdeaths,26
26,Michigan,MI,1,2012,drugdeaths,13
26,Michigan,MI,1,2013,drugdeaths,22
26,Michigan,MI,1,2014,drugdeaths,22
26,Michigan,MI,1,2015,drugdeaths,30
26,Michigan,MI,1,2016,drugdeaths,39
26,Michigan,MI,1,2017,drugdeaths,21
26,Michigan,MI,2,2010,drugdeaths,140
26,Michigan,MI,2,2011,drugdeaths,121
26,Michigan,MI,2,2012,drugdeaths,109
26,Michigan,MI,2,2013,drugdeaths,139
26,Michigan,MI,2,2014,drugdeaths,168
26,Michigan,MI,2,2015,drugdeaths,184
26,Michigan,MI,2,2016,drugdeaths,172
26,Michigan,MI,2,2017,drugdeaths,243
26,Michigan,MI,3,2010,drugdeaths,100
26,Michigan,MI,3,2011,drugdeaths,91
26,Michigan,MI,3,2012,drugdeaths,103
26,Michigan,MI,3,2013,drugdeaths,101
26,Michigan,MI,3,2014,drugdeaths,105
26,Michigan,MI,3,2015,drugdeaths,164
26,Michigan,MI,3,2016,drugdeaths,151
26,Michigan,MI,3,2017,drugdeaths,202
26,Michigan,MI,4,2010,drugdeaths,43
26,Michigan,MI,4,2011,drugdeaths,55
26,Michigan,MI,4,2012,drugdeaths,35
26,Michigan,MI,4,2013,drugdeaths,41
26,Michigan,MI,4,2014,drugdeaths,41
26,Michigan,MI,4,2015,drugdeaths,73
26,Michigan,MI,4,2016,drugdeaths,86
26,Michigan,MI,4,2017,drugdeaths,99
26,Michigan,MI,5,2010,drugdeaths,149
26,Michigan,MI,5,2011,drugdeaths,144
26,Michigan,MI,5,2012,drugdeaths,121
26,Michigan,MI,5,2013,drugdeaths,106
26,Michigan,MI,5,2014,drugdeaths,115
26,Michigan,MI,5,2015,drugdeaths,120
26,Michigan,MI,5,2016,drugdeaths,210
26,Michigan,MI,5,2017,drugdeaths,236
26,Michigan,MI,6,2010,drugdeaths,75
26,Michigan,MI,6,2011,drugdeaths,85
26,Michigan,MI,6,2012,drugdeaths,61
26,Michigan,MI,6,2013,drugdeaths,86
26,Michigan,MI,6,2014,drugdeaths,106
26,Michigan,MI,6,2015,drugdeaths,83
26,Michigan,MI,6,2016,drugdeaths,114
26,Michigan,MI,6,2017,drugdeaths,117
26,Michigan,MI,7,2010,drugdeaths,88
26,Michigan,MI,7,2011,drugdeaths,66
26,Michigan,MI,7,2012,drugdeaths,101
26,Michigan,MI,7,2013,drugdeaths,110
26,Michigan,MI,7,2014,drugdeaths,150
26,Michigan,MI,7,2015,drugdeaths,178
26,Michigan,MI,7,2016,drugdeaths,194
26,Michigan,MI,7,2017,drugdeaths,176
26,Michigan,MI,8,2010,drugdeaths,138
26,Michigan,MI,8,2011,drugdeaths,133
26,Michigan,MI,8,2012,drugdeaths,162
26,Michigan,MI,8,2013,drugdeaths,188
26,Michigan,MI,8,2014,drugdeaths,234
26,Michigan,MI,8,2015,drugdeaths,217
26,Michigan,MI,8,2016,drugdeaths,250
26,Michigan,MI,8,2017,drugdeaths,303
26,Michigan,MI,9,2010,drugdeaths,287
26,Michigan,MI,9,2011,drugdeaths,287
26,Michigan,MI,9,2012,drugdeaths,277
26,Michigan,MI,9,2013,drugdeaths,346
26,Michigan,MI,9,2014,drugdeaths,381
26,Michigan,MI,9,2015,drugdeaths,375
26,Michigan,MI,9,2016,drugdeaths,459
26,Michigan,MI,9,2017,drugdeaths,577
26,Michigan,MI,10,2010,drugdeaths,268
26,Michigan,MI,10,2011,drugdeaths,262
26,Michigan,MI,10,2012,drugdeaths,215
26,Michigan,MI,10,2013,drugdeaths,288
26,Michigan,MI,10,2014,drugdeaths,296
26,Michigan,MI,10,2015,drugdeaths,304
26,Michigan,MI,10,2016,drugdeaths,404
26,Michigan,MI,10,2017,drugdeaths,494
26,Michigan,MI,11,2010,drugdeaths,356
26,Michigan,MI,11,2011,drugdeaths,354
26,Michigan,MI,11,2012,drugdeaths,398
26,Michigan,MI,11,2013,drugdeaths,495
26,Michigan,MI,11,2014,drugdeaths,586
26,Michigan,MI,11,2015,drugdeaths,701
26,Michigan,MI,11,2016,drugdeaths,815
26,Michigan,MI,11,2017,drugdeaths,939
26,Michigan,MI,12,2010,drugdeaths,316
26,Michigan,MI,12,2011,drugdeaths,314
26,Michigan,MI,12,2012,drugdeaths,331
26,Michigan,MI,12,2013,drugdeaths,438
26,Michigan,MI,12,2014,drugdeaths,522
26,Michigan,MI,12,2015,drugdeaths,639
26,Michigan,MI,12,2016,drugdeaths,745
26,Michigan,MI,12,2017,drugdeaths,829
26,Michigan,MI,13,2010,drugdeaths,272
26,Michigan,MI,13,2011,drugdeaths,278
26,Michigan,MI,13,2012,drugdeaths,296
26,Michigan,MI,13,2013,drugdeaths,386
26,Michigan,MI,13,2014,drugdeaths,457
26,Michigan,MI,13,2015,drugdeaths,577
26,Michigan,MI,13,2016,drugdeaths,674
26,Michigan,MI,13,2017,drugdeaths,756
26,Michigan,MI,14,2010,drugdeaths,356
26,Michigan,MI,14,2011,drugdeaths,354
26,Michigan,MI,14,2012,drugdeaths,398
26,Michigan,MI,14,2013,drugdeaths,495
26,Michigan,MI,14,2014,drugdeaths,586
26,Michigan,MI,14,2015,drugdeaths,701
26,Michigan,MI,14,2016,drugdeaths,815
26,Michigan,MI,14,2017,drugdeaths,939
27,Minnesota,MN,1,2010,drugdeaths,939
27,Minnesota,MN,1,2011,drugdeaths,11
27,Minnesota,MN,1,2012,drugdeaths,14
27,Minnesota,MN,1,2013,drugdeaths,17
27,Minnesota,MN,1,2014,drugdeaths,16
27,Minnesota,MN,1,2015,drugdeaths,10
27,Minnesota,MN,1,2016,drugdeaths,17
27,Minnesota,MN,1,2017,drugdeaths,15
27,Minnesota,MN,2,2010,drugdeaths,47
27,Minnesota,MN,2,2011,drugdeaths,62
27,Minnesota,MN,2,2012,drugdeaths,44
27,Minnesota,MN,2,2013,drugdeaths,54
27,Minnesota,MN,2,2014,drugdeaths,54
27,Minnesota,MN,2,2015,drugdeaths,60
27,Minnesota,MN,2,2016,drugdeaths,81
27,Minnesota,MN,2,2017,drugdeaths,82
27,Minnesota,MN,3,2010,drugdeaths,145
27,Minnesota,MN,3,2011,drugdeaths,163
27,Minnesota,MN,3,2012,drugdeaths,176
27,Minnesota,MN,3,2013,drugdeaths,188
27,Minnesota,MN,3,2014,drugdeaths,160
27,Minnesota,MN,3,2015,drugdeaths,191
27,Minnesota,MN,3,2016,drugdeaths,237
27,Minnesota,MN,3,2017,drugdeaths,266
27,Minnesota,MN,4,2010,drugdeaths,62
27,Minnesota,MN,4,2011,drugdeaths,86
27,Minnesota,MN,4,2012,drugdeaths,85
27,Minnesota,MN,4,2013,drugdeaths,86
27,Minnesota,MN,4,2014,drugdeaths,83
27,Minnesota,MN,4,2015,drugdeaths,100
27,Minnesota,MN,4,2016,drugdeaths,115
27,Minnesota,MN,4,2017,drugdeaths,136
27,Minnesota,MN,5,2010,drugdeaths,193
27,Minnesota,MN,5,2011,drugdeaths,226
27,Minnesota,MN,5,2012,drugdeaths,246
27,Minnesota,MN,5,2013,drugdeaths,254
27,Minnesota,MN,5,2014,drugdeaths,219
27,Minnesota,MN,5,2015,drugdeaths,273
27,Minnesota,MN,5,2016,drugdeaths,327
27,Minnesota,MN,5,2017,drugdeaths,374
27,Minnesota,MN,6,2010,drugdeaths,159
27,Minnesota,MN,6,2011,drugdeaths,200
27,Minnesota,MN,6,2012,drugdeaths,203
27,Minnesota,MN,6,2013,drugdeaths,225
27,Minnesota,MN,6,2014,drugdeaths,209
27,Minnesota,MN,6,2015,drugdeaths,227
27,Minnesota,MN,6,2016,drugdeaths,293
27,Minnesota,MN,6,2017,drugdeaths,313
27,Minnesota,MN,7,2010,drugdeaths,313
27,Minnesota,MN,7,2011,drugdeaths,24
27,Minnesota,MN,7,2012,drugdeaths,24
27,Minnesota,MN,7,2013,drugdeaths,17
27,Minnesota,MN,7,2014,drugdeaths,23
27,Minnesota,MN,7,2015,drugdeaths,32
27,Minnesota,MN,7,2016,drugdeaths,20
27,Minnesota,MN,7,2017,drugdeaths,19
27,Minnesota,MN,8,2010,drugdeaths,23
27,Minnesota,MN,8,2011,drugdeaths,21
27,Minnesota,MN,8,2012,drugdeaths,22
27,Minnesota,MN,8,2013,drugdeaths,25
27,Minnesota,MN,8,2014,drugdeaths,33
27,Minnesota,MN,8,2015,drugdeaths,32
27,Minnesota,MN,8,2016,drugdeaths,50
27,Minnesota,MN,8,2017,drugdeaths,57
28,Mississippi,MS,1,2010,drugdeaths,28
28,Mississippi,MS,1,2011,drugdeaths,14
28,Mississippi,MS,1,2012,drugdeaths,27
28,Mississippi,MS,1,2013,drugdeaths,15
28,Mississippi,MS,1,2014,drugdeaths,22
28,Mississippi,MS,1,2015,drugdeaths,32
28,Mississippi,MS,1,2016,drugdeaths,49
28,Mississippi,MS,1,2017,drugdeaths,44
28,Mississippi,MS,2,2010,drugdeaths,44
28,Mississippi,MS,2,2011,drugdeaths,44
28,Mississippi,MS,2,2012,drugdeaths,44
28,Mississippi,MS,2,2013,drugdeaths,14
28,Mississippi,MS,2,2014,drugdeaths,15
28,Mississippi,MS,2,2015,drugdeaths,16
